OBJECTID,COMPKEY,STNAME_ORD,FLOWSEGID,DOWNTOWN,START_DATE,AMPK,PMPK,AWDT,ADT,AWDT_ROUNDED,DATAQUALITY,FLAGS,SHAPE_Length
2893,"10173,10174,10172,10176,10171,10175",EASTLAKE AVE E,1965,N,2015/11/04 00:00:00+00,,,15785,14063,15800,Study - 13-15,,2768.80665835726
2894,"5483,5484",35TH AVE SW,92,N,2015/05/05 00:00:00+00,,,16955,16552,17000,Study - 13-15,,1306.99485774509
2895,"10737,10744,10736,10745,10735,10738,10742,10740,10739,10743,10746,10741,10734,12161,12160","GREENWOOD AVE N,PHINNEY AVE N",1746,N,2015/11/16 00:00:00+00,,,13008,12517,13000,Study - 13-15,,4085.2716215683
2896,"12438,12439",RAINIER AVE S,55,N,2014/05/12 00:00:00+00,,,19300,18490,19300,Study - 13-15,,2585.26900751231
2897,"20316,20318,20317",S HOLGATE ST,490,N,1970/01/01 00:00:00+00,,,9800,,9800,Estimate,,1268.522355359
2898,"9213,9214",BELLEVUE AVE,1007,B,2015/01/05 00:00:00+00,,,5952,0,6000,Study - 13-15,,678.093066301927
2899,"12611,12614,12613,12612,12610",ROOSEVELT WAY NE,1627,N,2014/10/22 00:00:00+00,,,10047,9367,10000,Study - 13-15,,1298.69050261832
2900,"6237,6239,6238",4TH AVE S,487,N,1970/01/01 00:00:00+00,,,32000,,32000,Study - 13-15,,2320.15132491643
2901,"12881,12879",SR509 NB,139,N,2015/05/06 00:00:00+00,,,31302,28623,31300,Study - 13-15,WSDOT,5656.75700535773
2902,7229,5TH AVE,722,Y,1970/01/01 00:00:00+00,,,16000,,16000,Estimate,,305.979596840982
2903,"15133,15132,15134",N 125TH ST,1888,N,1970/01/01 00:00:00+00,,,5500,,5500,Estimate,,1555.40917801154
2904,"8000,7999,7998,7997",6TH AVE S,430,N,2015/07/31 00:00:00+00,,,11496,9933,11500,Study - 13-15,,2192.07609169336
2905,"10680,10681",GREEN LAKE DR N,1742,N,2015/11/17 00:00:00+00,,,5039,4967,5000,Study - 13-15,,806.974011498823
2906,"23568,23567,23566",W MCGRAW ST,1244,N,1970/01/01 00:00:00+00,,,2500,,2500,Estimate,,983.533439384254
2907,"10571,10570",FREMONT WAY N,1340,N,1970/01/01 00:00:00+00,,,13500,,13500,Estimate,,609.579744206067
2908,1006,1ST AVE,727,Y,1970/01/01 00:00:00+00,,,21000,,21000,Estimate,,305.966032167779
2909,12774,SENECA ST,757,Y,2015/12/17 00:00:00+00,,,12200,,12200,Estimate,,321.904730623564
2910,"12349,12347,12351,666476,12345,12348,12346,12350,12352",RAINIER AVE S,536,N,1970/01/01 00:00:00+00,,,36000,,36000,Estimate,,3064.47034660569
2911,7228,5TH AVE,698,Y,1970/01/01 00:00:00+00,,,16000,,16000,Estimate,,305.829257193967
2912,9698,CLOVERDALE ST OFF RP,130,N,1970/01/01 00:00:00+00,,,6000,,6000,Estimate,,606.409319301001
2913,13200,UNIVERSITY ST,736,Y,1970/01/01 00:00:00+00,,,4700,,4700,Estimate,,321.959705207028
2914,2034,15TH AVE NE,1441,N,2015/05/18 00:00:00+00,,,15938,13902,15900,Study - 13-15,,540.181306288366
2915,11666,MARION ST,697,Y,1970/01/01 00:00:00+00,,,8500,,8500,Estimate,,322.185666310344
2916,"2978,2977,2979",20TH AVE NE,1777,N,1970/01/01 00:00:00+00,,,2300,,2300,Estimate,,1664.02384051926
2917,11370,LENORA ST,938,Y,1970/01/01 00:00:00+00,,,3600,,3600,Estimate,,321.977774615762
2918,"22837,22835",SW SPOKANE ST,409,N,2015/04/07 00:00:00+00,,,8297,8110,8300,Study - 13-15,,2277.33830922277
2919,16479,NE 125TH ST,1885,N,1970/01/01 00:00:00+00,,,16000,,16000,Estimate,,125.976024549886
2920,"1019,1018,1017,1020",1ST AVE,1009,Y,1970/01/01 00:00:00+00,,,13500,,13500,Estimate,,1231.84910758976
2921,22809,SW SPOKANE ST,2016,N,1970/01/01 00:00:00+00,,,8778,,8800,Study - 13-15,,762.883258298442
2922,12598,ROOSEVELT WAY NE,1449,N,2015/01/20 00:00:00+00,,,14119,12817,14100,Study - 13-15,,531.597457289392
2923,11973,NICKERSON 15TH RP,1407,N,2015/03/13 00:00:00+00,,,3212,2949,3200,Study - 13-15,,1651.34272673068
2924,"4511,4507,4506,4509,4512,4510,4505,4513,4508",3RD AVE NW,1937,N,2015/11/06 00:00:00+00,,,8848,8160,8800,Study - 13-15,,3967.57104229733
2925,"14583,14584",E OLIVE WAY,1031,B,1970/01/01 00:00:00+00,,,11000,,11000,Estimate,,592.431750300012
2926,10002,DENNY WAY,1068,B,1970/01/01 00:00:00+00,,,30000,,30000,Estimate,,247.805765488056
2927,"11495,11492,11490,11491,11494,11493","M L KING JR WAY E,M L KING JR WAY",1078,N,2015/05/12 00:00:00+00,,,8761,8045,8800,Study - 13-15,,2639.47948658328
2928,"529953,10214,10215",ELLIOTT AVE W,1108,N,1970/01/01 00:00:00+00,,,50000,,50000,Estimate,,608.479523139929
2929,"12973,12972,12969,12971,12970",STONE WAY N,1523,N,1970/01/01 00:00:00+00,,,8400,,8400,Study - 13-15,,1433.80581762748
2930,"20626,20627,20628",S LANDER ST,451,N,1970/01/01 00:00:00+00,,,11183,12622,11200,Study - 13-15,,760.137397093223
2931,"22903,22902,22899,22900,22901",SW THISTLE ST,136,N,2014/02/19 00:00:00+00,,,6002,5772,6000,Study - 13-15,,1993.33299875748
2932,"1095,1096,1097",1ST AVE NE,1846,N,1970/01/01 00:00:00+00,,,19000,,19000,Estimate,,1325.10135400741
2933,"9123,9122,9121,9124,9125",BEACON AVE S,429,N,2015/09/21 00:00:00+00,,,11632,10958,11600,Study - 13-15,,2253.0015494845
2934,7912,6TH AVE NE,1373,N,1970/01/01 00:00:00+00,,,11000,,11000,Estimate,,379.218569375486
2935,16735,NE 40TH ST,1365,N,1970/01/01 00:00:00+00,,,3700,,3700,Estimate,,280.026739889551
2936,17438,NE 71ST ST,1686,N,1970/01/01 00:00:00+00,,,10000,,10000,Estimate,,434.9767106709
2937,"12626,12628,12627",ROOSEVELT WAY NE,1729,N,2015/02/20 00:00:00+00,,,10067,9508,10100,Study - 13-15,,1320.88994220764
2938,"23526,10895","WEST MARGINAL WAY S,HIGHLAND PARK WAY SW",191,N,1970/01/01 00:00:00+00,,,35000,,35000,Estimate,WSDOT,2334.9311170014
2939,10572,AURORA AV N SB ON RP,1324,N,1970/01/01 00:00:00+00,,,5500,,5500,Estimate,,196.315651768301
2940,"10213,10212",ELLIOTT AVE W,1100,N,1970/01/01 00:00:00+00,,,15000,,15000,Estimate,,431.822083074084
2941,"22595,22599,22594,22596,22597,22592,22598,22593",SW MORGAN ST,213,N,2015/02/26 00:00:00+00,,,7677,7479,7700,Study - 13-15,,2660.88142111398
2942,"10684,10682,10683",GREEN LAKE DR N,1762,N,2015/02/27 00:00:00+00,,,5124,5079,5100,Study - 13-15,,1278.20262827249
2943,"18914,18915,18913,18916",NW 80TH ST,1760,N,2013/01/17 00:00:00+00,,,2767,2564,2800,Study - 13-15,,1301.240981403
2944,21687,SW ADMIRAL WAY,2011,N,2015/04/07 00:00:00+00,,,11049,10460,11000,Study - 13-15,,772.80466145857
2945,"20240,20239,487419",S HENDERSON ST,102,N,1970/01/01 00:00:00+00,,,10000,,10000,Estimate,,638.08342886716
2946,9653,CHELAN AVE SW,406,N,1970/01/01 00:00:00+00,,,12000,,12000,Estimate,,173.987259432252
2947,1103,1ST AVE NE,1883,N,2015/11/06 00:00:00+00,,,5836,5475,5800,Study - 13-15,,837.063706960405
2948,12897,STEWART ST,819,Y,1970/01/01 00:00:00+00,,,5000,,5000,Estimate,,333.977927272294
2949,13317,VIRGINIA ST,977,Y,1970/01/01 00:00:00+00,,,6500,,6500,Estimate,,321.918134008397
2950,"8656,8657,8659,8658",AIRPORT WAY S,502,N,1970/01/01 00:00:00+00,,,25500,,25500,Estimate,,1505.43494481814
2951,13526,WESTLAKE AVE,919,Y,1970/01/01 00:00:00+00,,,2500,,2500,Estimate,,238.007623955425
2952,"14219,14218,14217",E JEFFERSON ST,708,N,1970/01/01 00:00:00+00,,,6000,,6000,Estimate,,979.145112779791
2953,14935,E YESLER WAY,599,N,1970/01/01 00:00:00+00,,,9000,,9000,Estimate,,256.888139816801
2954,"4393,4394,4392,4395",3RD AVE,1037,Y,2014/03/17 00:00:00+00,,,3252,3199,3300,Study - 13-15,,1231.35479682701
2955,"15647,15648,15652,15651,15650,15649",N 50TH ST,1524,N,1970/01/01 00:00:00+00,,,24000,,24000,Estimate,,1598.88191233341
2956,"21628,21625,21627,21626",SW 106TH ST,49,N,2015/05/05 00:00:00+00,,,13061,13007,13100,Study - 13-15,,1250.03903732256
2957,"18890,18896,18891,18892,18897,18893,18894,18889,18895",NW 80TH ST,1755,N,1970/01/01 00:00:00+00,,,10500,,10500,Estimate,,2657.99537351573
2958,"9338,9336,9342,9339,9337,9340,9341,9335",BOSTON ST,3000,N,1970/01/01 00:00:00+00,,,3800,,3800,Estimate,,2436.09218865598
2959,"14403,14401,14402,14400",EAST MARGINAL WAY S,273,N,2015/04/29 00:00:00+00,,,51692,45630,51700,Study - 13-15,,2001.20326186203
2960,"12383,12382",RAINIER AVE S,316,N,2015/07/15 00:00:00+00,,,26574,25553,26600,Study - 13-15,,1260.71429232279
2961,"1533,1534,1535,1532",12TH AVE,866,N,2013/09/30 00:00:00+00,,,14515,14005,14500,Study - 13-15,,1762.11316483654
2962,"350552,11627",MAGNOLIA BR,1202,N,1970/01/01 00:00:00+00,,,10000,,10000,Estimate,,1338.71532867104
2963,"1886,1887",14TH AVE NW,1490,N,1970/01/01 00:00:00+00,,,4800,,4800,Estimate,,532.341094793258
2964,"7308,7304,7309,7310,7307,7306,7305",5TH AVE NE,1713,N,1970/01/01 00:00:00+00,,,7000,,7000,Estimate,,1790.93285806475
2965,"4541,596318,4540",3RD AVE W,1106,N,1970/01/01 00:00:00+00,,,4000,,4000,Estimate,,571.457960279015
2966,"20691,20692,20690",S LUCILE ST,272,N,1970/01/01 00:00:00+00,,,6000,,6000,Study - 13-15,,1151.78379990149
2967,"8512,8514,8515,8513",9TH AVE,764,Y,1970/01/01 00:00:00+00,,,5000,,5000,Estimate,,1224.27029573391
2968,"11536,11538",M L KING JR WAY S,308,N,1970/01/01 00:00:00+00,,,12000,,12000,Estimate,,793.865064633731
2969,"8285,8286,8287",8TH AVE,1048,Y,2015/03/04 00:00:00+00,,,3303,2861,3300,Study - 13-15,,1139.62560493098
2970,12207,PIKE ST,908,B,1970/01/01 00:00:00+00,,,13000,,13000,Estimate,,321.643167990582
2971,9958,DELRIDGE WAY SW,368,N,1970/01/01 00:00:00+00,,,5500,,5500,Estimate,,407.452791864476
2972,163346,4TH AV SB ON RP,508,N,1970/01/01 00:00:00+00,,,15000,,15000,Estimate,,431.897220287541
2973,20801,S MCCLELLAN ST,444,N,1970/01/01 00:00:00+00,,,4000,,4000,Estimate,,224.61699887574
2974,10658,GLENN WAY SW,321,N,1970/01/01 00:00:00+00,,,5000,,5000,Estimate,,739.883353971776
2975,17262,NE 65TH ST,1628,N,1970/01/01 00:00:00+00,,,17000,,17000,Estimate,,420.113136738763
2976,"12227,12231,12229,12232,12228,12230",PINEHURST WAY NE,1862,N,2015/06/08 00:00:00+00,,,10870,10091,10900,Study - 13-15,,2001.94816663149
2977,"10083,10087,10079,10088,10086,10084,664106,10082,10089,10080,10081,10085,664107",DEXTER AVE N,1220,N,2015/12/11 00:00:00+00,,,13327,11955,13300,Study - 13-15,,4192.35245561956
2978,"8963,8966,8965,8968,8964,8967",AURORA AVE N,1791,N,1970/01/01 00:00:00+00,,,43000,,43000,Estimate,,1321.62095446067
2979,2923,2ND AV ET S,567,N,1970/01/01 00:00:00+00,,,14000,,14000,Estimate,,332.660187253106
2980,22839,SW SPOKANE ST,398,N,1970/01/01 00:00:00+00,,,5500,,5500,Estimate,,731.108915826236
2981,9075,BATTERY ST,987,Y,1970/01/01 00:00:00+00,,,5000,,5000,Estimate,,321.820328641846
2982,9476,BROOKLYN AVE NE,1391,N,1970/01/01 00:00:00+00,,,6000,,6000,Estimate,,230.694833624129
2983,8163,7TH AVE,982,Y,1970/01/01 00:00:00+00,,,1000,,1000,Estimate,,300.272863445843
2984,"9410,8731,8733,8732","BROAD ST,ALASKAN WAY",979,Y,2014/08/11 00:00:00+00,,,12031,11381,12000,Study - 13-15,,1485.50846793102
2985,"12140,12138,12139,15487,15486,15485,15484","PHINNEY AVE N,N 43RD ST",1474,N,1970/01/01 00:00:00+00,,,3000,,3000,Estimate,,2287.42993101312
2986,2758,2ND AVE,804,Y,1970/01/01 00:00:00+00,,,17000,,17000,Estimate,,426.021112672749
2987,1808,13TH AVE S,243,N,1970/01/01 00:00:00+00,,,6000,,6000,Estimate,,229.309304589043
2988,12866,SPRING ST,769,Y,1970/01/01 00:00:00+00,,,3000,,3000,Estimate,,319.243774747257
2989,"14220,14221",E JEFFERSON ST,704,N,1970/01/01 00:00:00+00,,,5500,,5500,Estimate,,645.129791445106
2990,"12592,12594,12593",ROOSEVELT WAY NE,1409,N,1970/01/01 00:00:00+00,,,14000,,14000,Estimate,,545.924889616389
2991,"13326,13324,13325",WEST SEATTLE BR EB,12,N,2013/04/15 00:00:00+00,,,18976,17579,19000,Study - 13-15,,1660.0624108664
2992,11972,15TH AVE W OFF RP,1344,N,1970/01/01 00:00:00+00,,,3000,,3000,Estimate,,187.72535189566
2993,"13625,13628,13627,13626",WINONA AVE N,1717,N,1970/01/01 00:00:00+00,,,9000,,9000,Estimate,,1583.50578774586
2994,"12630,12638,12631,12643,12629,12637,12645,12641,12648,12644,12651,12652,12647,12635,12636,12646,12639,12632,12650,12633,12634,12640,12649,12642",ROOSEVELT WAY NE,1842,N,2015/07/27 00:00:00+00,,,10233,9371,10200,Study - 13-15,,7963.14723935981
2995,"16483,16480,16482,16481",NE 125TH ST,1881,N,1970/01/01 00:00:00+00,,,18500,,18500,Estimate,,1239.31610485469
2996,"12344,12340,12342,12343,12341",RAINIER AVE S,558,N,2015/03/09 00:00:00+00,,,35957,34794,36000,Study - 13-15,,1377.71363819364
2997,9662,CHERRY ST,660,Y,1970/01/01 00:00:00+00,,,10000,,10000,Estimate,,322.102164712678
2998,"1242,1241",1ST AVE W,1140,N,1970/01/01 00:00:00+00,,,5000,,5000,Estimate,,902.53880536122
2999,13355,WALL ST,971,Y,1970/01/01 00:00:00+00,,,5500,,5500,Estimate,,322.118034350543
3000,14889,E UNION ST,872,N,1970/01/01 00:00:00+00,,,4000,,4000,Estimate,,343.011232647719
3001,2752,2ND AVE,680,Y,2014/08/06 00:00:00+00,,,19182,17695,19200,Study - 13-15,,305.756323477357
3002,2896,2ND AVE SW,192,N,1970/01/01 00:00:00+00,,,1200,,1200,Estimate,,250.187046510152
3003,"21727,21728,21726,21729",SW ADMIRAL WAY,428,N,2015/02/23 00:00:00+00,,,6203,6389,6200,Study - 13-15,,1291.01935137383
3004,"22654,22658,22656,22659,22657,22655",SW OREGON ST,319,N,1970/01/01 00:00:00+00,,,9500,,9500,Estimate,,1849.46499100864
3005,20488,S JACKSON ST,564,B,2015/03/11 00:00:00+00,,,11325,11270,11300,Study - 13-15,,322.332949523484
3006,"1529,1531,1530",12TH AVE,752,N,1970/01/01 00:00:00+00,,,13500,,13500,Estimate,,676.906572284165
3007,9483,BROOKLYN AVE NE,1506,N,1970/01/01 00:00:00+00,,,6800,,6800,Estimate,,659.834413564812
3008,1213,1ST AVE S,394,N,2013/03/28 00:00:00+00,,,32541,28317,32500,Study - 13-15,,114.55571127988
3009,14084,EAST GREEN LAKE WAY N,1682,N,1970/01/01 00:00:00+00,,,12000,,12000,Estimate,,364.638822293401
3010,9402,BRIDGE WAY N,1322,N,1970/01/01 00:00:00+00,,,12000,,12000,Estimate,,375.125196110882
3011,12216,PINE ST,835,Y,1970/01/01 00:00:00+00,,,5500,,5500,Estimate,,321.590085016715
3012,2760,2ND AVE,838,Y,1970/01/01 00:00:00+00,,,12500,,12500,Estimate,,426.157502751629
3013,12664,ROOSEVELT WAY NE,1884,N,1970/01/01 00:00:00+00,,,2000,,2000,Estimate,,107.758176972401
3014,"12047,12048",OLIVE WAY,969,Y,2015/03/05 00:00:00+00,,,12804,11979,12800,Study - 13-15,,644.020315521723
3015,"1189,1190,1200",1ST AVE S,548,N,1970/01/01 00:00:00+00,,,30000,,30000,Estimate,,2150.65546554386
3016,14582,E OLIVE WAY,1006,B,1970/01/01 00:00:00+00,,,14000,,14000,Estimate,,306.067313936587
3017,"11547,484993,11545,484990,11548,484997,484994,11546,568669,484996,11544",M L KING JR WAY S,290,N,2015/10/08 00:00:00+00,,,23187,21849,23200,Study - 13-15,,3731.79274134908
3018,13312,VIRGINIA ST,885,Y,1970/01/01 00:00:00+00,,,7200,,7200,Estimate,,322.046024986103
3019,7875,6TH AVE,714,Y,1970/01/01 00:00:00+00,,,2000,,2000,Estimate,,305.87761537646
3020,13148,THORNDYKE AVE W,1207,N,1970/01/01 00:00:00+00,,,3500,,3500,Estimate,,736.948010549355
3021,"11904,11905",MONTLAKE BLVD E,1970,N,1970/01/01 00:00:00+00,,,22000,,22000,Estimate,,495.832472773234
3022,9060,BANNER WAY NE,1948,N,1970/01/01 00:00:00+00,,,5700,,5700,Estimate,,340.539661428032
3023,"16680,16682,16683,16681,16684",NE 145TH ST,1925,N,2015/03/18 00:00:00+00,,,16872,16263,16900,Study - 13-15,,2641.91022646911
3024,"10945,10944,10940,10937,10941,10938,10936,10942,10943,10946,275618,10939",HOLMAN RD NW,1819,N,2015/07/23 00:00:00+00,,,30494,29178,30500,Study - 13-15,,5226.9417662729
3025,12215,PINE ST,825,Y,1970/01/01 00:00:00+00,,,5500,,5500,Estimate,,321.867664830068
3026,"20849,20848",S MICHIGAN ST,230,N,2015/08/20 00:00:00+00,,,36381,33555,36400,Study - 13-15,,1250.7671740435
3027,9732,COLUMBIA ST,689,Y,1970/01/01 00:00:00+00,,,6000,,6000,Estimate,,321.277673583398
3028,9728,COLUMBIA ST,644,Y,1970/01/01 00:00:00+00,,,10000,,10000,Estimate,,321.96320582871
3029,"10765,10779,10776,10781,10775,10780,10782,10777,10778",GREENWOOD AVE N,1891,N,2015/08/06 00:00:00+00,,,28422,26238,28400,Study - 13-15,,5295.66058268564
3030,"527192,21214","S ROYAL BROUGHAM WAY BR,S ROYAL BROUGHAM WAY",519,N,1970/01/01 00:00:00+00,,,2600,,2600,Estimate,,1461.49735532342
3031,3577,24TH AVE NE,1852,N,2013/05/29 00:00:00+00,,,5057,4869,5100,Study - 13-15,,1802.14052510589
3032,2206,15TH AV W SB OFF RP,1317,N,1970/01/01 00:00:00+00,,,8000,,8000,Estimate,,706.261257034117
3033,2003,15TH AVE E,1091,N,1970/01/01 00:00:00+00,,,15000,,15000,Estimate,,195.4968471227
3034,"11060,11059",JAMES ST,730,B,1970/01/01 00:00:00+00,,,20000,,20000,Estimate,,513.911778120105
3035,163343,4TH AVE S,509,N,1970/01/01 00:00:00+00,,,18000,,18000,Estimate,,776.384189939785
3036,"2926,2925",2ND AV ET S,610,Y,2014/08/06 00:00:00+00,,,13305,12492,13300,Study - 13-15,,749.055963020822
3037,"11217,11216,11215,11214,14277,14276","LAKE WASHINGTON BLVD E,E LAKE WASHINGTON BLVD",1272,N,1970/01/01 00:00:00+00,,,9500,,9500,Estimate,,2488.90828163558
3038,11974,NICKERSON TURN RD,1356,N,1970/01/01 00:00:00+00,,,5500,,5500,Estimate,,128.16093228298
3039,23073,W BARRETT ST,1287,N,1970/01/01 00:00:00+00,,,4000,,4000,Estimate,,656.463996758131
3040,"10803,10804",HALLADAY ST,1256,N,1970/01/01 00:00:00+00,,,15000,,15000,Estimate,,237.695901223945
3041,8898,AURORA AVE,1052,Y,1970/01/01 00:00:00+00,,,8000,,8000,Estimate,,404.185934935148
3042,10018,DENNY WAY,1043,B,1970/01/01 00:00:00+00,,,25000,,25000,Estimate,,262.855548235822
3043,"3361,3360,3362,3359",23RD AVE,856,N,2015/03/02 00:00:00+00,,,18630,17248,18600,Study - 13-15,,1799.28104324068
3044,"19236,19237,19238",NW MARKET ST,1575,N,2013/02/25 00:00:00+00,,,8296,8172,8300,Study - 13-15,,1708.14353327619
3045,"5455,5459,5457,5461,5458,5452,5453,5454,5456",35TH AVE SW,297,N,2015/11/05 00:00:00+00,,,24263,23153,24300,Study - 13-15,,5976.27964839032
3046,"10874,8476,8477","HENDERSON PL SW,8TH AVE SW",104,N,2015/05/06 00:00:00+00,,,6207,6009,6200,Study - 13-15,,2079.73698286127
3047,2903,2ND AVE W,1164,N,1970/01/01 00:00:00+00,,,4000,,4000,Estimate,,412.8642336416
3048,14344,E MADISON ST,907,N,1970/01/01 00:00:00+00,,,17500,,17500,Estimate,,152.79766040445
3049,8162,7TH AVE,968,Y,1970/01/01 00:00:00+00,,,3800,,3800,Estimate,,125.486065107809
3050,12899,STEWART ST,849,Y,2014/07/16 00:00:00+00,,,10186,9734,10200,Study - 13-15,,322.082864691185
3051,"9127,573404,166925",BEACON AVE S,296,N,2014/09/30 00:00:00+00,,,6677,6094,6700,Study - 13-15,,863.7801698622
3052,"6145,6144,6143,6142",4TH AVE,1063,Y,1970/01/01 00:00:00+00,,,9000,,9000,Estimate,,1002.39903652115
3053,"16939,16940,16938",NE 50TH ST,1499,N,1970/01/01 00:00:00+00,,,7500,,7500,Estimate,,731.640029551071
3054,"20320,20319",S HOLGATE ST,488,N,1970/01/01 00:00:00+00,,,13000,,13000,Estimate,,761.938188176296
3055,"13218,13220,13219",UNIVERSITY WAY NE,1415,N,1970/01/01 00:00:00+00,,,4500,,4500,Estimate,,1305.96463949046
3056,"9318,9317,9316",BOREN AVE,893,B,2015/08/31 00:00:00+00,,,22258,20377,22300,Study - 13-15,,1158.04446995861
3057,12220,PINE ST,881,Y,1970/01/01 00:00:00+00,,,7500,,7500,Estimate,,321.730269551337
3059,"19331,19330,19329",S ALBRO PL,227,N,1970/01/01 00:00:00+00,,,18500,,18500,Estimate,,1529.82676822539
3060,"5358,5356,5357,5355",35TH AVE NE,1616,N,2015/10/22 00:00:00+00,,,10887,10252,10900,Study - 13-15,,2652.59246332697
3061,7231,5TH AVE,758,Y,1970/01/01 00:00:00+00,,,10000,,10000,Estimate,,305.913575162334
3062,"490131,9664",CHERRY ST,681,Y,2015/03/11 00:00:00+00,,,8526,7584,8500,Study - 13-15,,321.718193736712
3063,11665,MARION ST,683,Y,1970/01/01 00:00:00+00,,,8100,,8100,Estimate,,321.82711943285
3064,166849,BEACON AVE S,359,N,1970/01/01 00:00:00+00,,,6677,6094,6700,Study - 13-15,,3342.59440545569
3065,"20630,20631,166681,20632,20629,20633",S LANDER ST,449,N,1970/01/01 00:00:00+00,,,7500,,7500,Estimate,,1130.13460725325
3066,1008,1ST AVE,775,Y,2015/07/07 00:00:00+00,,,19420,18856,19400,Study - 13-15,,425.81966137378
3067,"9051,2211","BALLARD BR OFF RP,15TH AVE NW",1492,N,1970/01/01 00:00:00+00,,,10000,,10000,Estimate,,486.753801788133
3068,10004,DENNY WAY,1064,B,1970/01/01 00:00:00+00,,,25000,,25000,Estimate,,321.623789130784
3069,6234,4TH AVE S,515,N,1970/01/01 00:00:00+00,,,34000,,34000,Estimate,,338.44856916309
3070,11051,JAMES ST,633,Y,1970/01/01 00:00:00+00,,,10000,,10000,Estimate,,322.045953038716
3071,"22769,22770,22763,22765,22768,22764,22771,22766,22767",SW ROXBURY ST,74,N,2015/08/10 00:00:00+00,,,17082,15937,17100,Study - 13-15,,2323.2399108852
3072,1850,14TH AVE,901,N,1970/01/01 00:00:00+00,,,8000,,8000,Estimate,,356.80742744719
3073,"7152,10256,10247,10254,273778,10248,10253,10249,10251,10250,10255,10252","48TH AVE SW,ERSKINE WAY SW",286,N,2014/02/19 00:00:00+00,,,2684,2552,2700,Study - 13-15,,2781.16441964762
3074,"11056,11055",JAMES ST,685,Y,2015/08/14 00:00:00+00,,,29257,27665,29300,Study - 13-15,,644.338739055196
3075,23584,W MERCER ST,1144,N,1970/01/01 00:00:00+00,,,10908,,10900,Study - 13-15,,322.256918735997
3076,"23273,23274,23272",W EMERSON PL,1982,N,2014/02/20 00:00:00+00,,,14135,13485,14100,Study - 13-15,,821.129458388988
3077,"9981,9982,9980,9979",DELRIDGE WAY SW,177,N,1970/01/01 00:00:00+00,,,18500,,18500,Estimate,,1082.21165490412
3078,8690,AIRPORT WAY S,265,N,1970/01/01 00:00:00+00,,,20000,,20000,Estimate,,556.487339848502
3079,23620,W NICKERSON ST,1357,N,1970/01/01 00:00:00+00,,,3000,,3000,Estimate,,138.283832957889
3080,13597,WHITMAN PL N,1607,N,1970/01/01 00:00:00+00,,,4500,,4500,Estimate,,566.749607104864
3081,"4459,4458,4457,4460",3RD AVE NW,1644,N,2015/06/22 00:00:00+00,,,7075,6673,7100,Study - 13-15,,2400.20615771171
3082,"12709,12707,12708,12705,603012",SAND POINT WAY NE,1540,N,1970/01/01 00:00:00+00,,,18000,,18000,Estimate,,2770.91660814164
3083,"20483,20482",S JACKSON ST,573,B,1970/01/01 00:00:00+00,,,6600,,6600,Estimate,,644.024759260011
3084,"9988,9987",DELRIDGE WAY SW,114,N,2015/04/24 00:00:00+00,,,15117,14604,15100,Study - 13-15,,695.286491899915
3085,13530,WESTLAKE AVE,1020,Y,1970/01/01 00:00:00+00,,,4500,,4500,Estimate,,473.898176475347
3086,"13762,13763",YESLER WAY,612,Y,2014/08/06 00:00:00+00,,,6109,5948,6100,Study - 13-15,,472.527018204128
3087,7232,5TH AVE,772,Y,1970/01/01 00:00:00+00,,,10000,,10000,Estimate,,305.957771653853
3088,"9487,9484,9485,9486",BROOKLYN AVE NE,1533,N,2013/09/23 00:00:00+00,,,2205,2071,2200,Study - 13-15,,2314.12452006053
3089,"8334,8335,8323,8333",8TH AVE NE,1679,N,1970/01/01 00:00:00+00,,,6500,,6500,Estimate,,1049.17330029747
3090,14891,E UNION ST,868,N,1970/01/01 00:00:00+00,,,4000,,4000,Estimate,,324.034938827323
3091,12222,PINE ST,917,Y,2015/03/05 00:00:00+00,,,7108,6821,7100,Study - 13-15,,321.977761464641
3092,"15904,15907,15906,15905,15908,15909,15910,15911,15903",N 80TH ST,1739,N,2015/12/02 00:00:00+00,,,23918,22956,23900,Study - 13-15,,1534.63839998446
3093,"20689,20688",S LUCILE ST,274,N,1970/01/01 00:00:00+00,,,3000,,3000,Estimate,,694.00994211177
3094,9996,DELRIDGE-W SEATTLE B RP,367,N,2015/04/07 00:00:00+00,,,20469,18737,20500,Study - 13-15,,441.004905968334
3095,6126,4TH AVE,726,Y,1970/01/01 00:00:00+00,,,16000,,16000,Estimate,,306.048996261889
3096,"18448,337317,18443","NW 55TH ST,NW 55TH PL",1580,N,1970/01/01 00:00:00+00,,,2500,,2500,Estimate,,500.0380796711
3097,12864,SPRING ST,745,Y,2015/12/01 00:00:00+00,,,14603,13727,14600,Study - 13-15,,321.586195438244
3098,9475,BROOKLYN AVE NE,1366,N,1970/01/01 00:00:00+00,,,4600,,4600,Estimate,,645.301810820659
3099,"21331,21330",S SPOKANE ST,374,N,1970/01/01 00:00:00+00,,,11000,,11000,Estimate,,763.272312247645
3100,"13766,7356,7358,7357,7223","YESLER WAY,5TH AVE S,5TH AVE",604,Y,2014/02/26 00:00:00+00,,,5845,5373,5800,Study - 13-15,,1793.85049967926
3101,"10211,10210,10209","ELLIOTT AVE W,ELLIOTT AVE",1014,Y,2014/08/18 00:00:00+00,,,20396,17917,20400,Study - 13-15,,2137.37217616789
3102,"23399,23398",WEST GREEN LAKE WAY N,1609,N,2013/01/22 00:00:00+00,,,6952,6595,7000,Study - 13-15,,2380.73420201039
