OBJECTID,COMPKEY,STNAME_ORD,FLOWSEGID,DOWNTOWN,START_DATE,AMPK,PMPK,AWDT,ADT,AWDT_ROUNDED,DATAQUALITY,FLAGS,SHAPE_Length
3103,"351261,8709",AIRPORT WAY S,514,N,1970/01/01 00:00:00+00,,,6500,,6500,Estimate,,895.019442468556
3104,"11575,11573,11574,11576,11572,11577,489659,11571",M L KING JR WAY S,2033,N,2015/05/07 00:00:00+00,,,16839,16613,16800,Study - 13-15,,5607.76612192703
3105,"11167,11193",LAKE PARK DR S,462,N,1970/01/01 00:00:00+00,,,5000,,5000,Estimate,,1705.06884629152
3106,"12425,12428,12427,12424,12426",RAINIER AVE S,81,N,1970/01/01 00:00:00+00,,,17000,,17000,Estimate,,1756.08452341898
3107,4382,3RD AVE,774,Y,1970/01/01 00:00:00+00,,,9670,9191,9700,Study - 13-15,,425.989836227057
3108,"17512,17510,17511",NE 75TH ST,1709,N,2015/07/28 00:00:00+00,,,20802,19567,20800,Study - 13-15,,788.470917596171
3109,1012,1ST AVE,841,Y,1970/01/01 00:00:00+00,,,16500,,16500,Estimate,,425.979073818423
3110,"2528,2529,2526,2527",17TH AVE NE,1579,N,1970/01/01 00:00:00+00,,,1100,,1100,Estimate,,1841.18003558717
3111,"14413,14414",EAST MARGINAL WAY S,194,N,1970/01/01 00:00:00+00,,,20500,,20500,Estimate,,590.884943989568
3112,"9361,9366,9363,9360,9365,9362,9364,10574,10575,10576,10577,10573,10578","BOYER AVE E,FUHRMAN AVE E",1309,N,2015/12/02 00:00:00+00,,,10122,9163,10100,Study - 13-15,,5344.38883218186
3113,"14244,14243,14245",E JOHN ST,1084,N,2015/07/27 00:00:00+00,,,14773,14506,14800,Study - 13-15,,972.867125631906
3114,"14377,14376",E MADISON ST,1199,N,2013/10/22 00:00:00+00,,,12011,11473,12000,Study - 13-15,,598.227987086371
3115,"17967,613104,12484,12485","NE BLAKELEY ST,RAVENNA PL NE",1539,N,1970/01/01 00:00:00+00,,,6500,,6500,Estimate,,952.129786204194
3116,21306,S SPOKANE CR ST,2040,N,1970/01/01 00:00:00+00,,,10000,,10000,Estimate,,74.907109501651
3117,"22302,21844,21823,163649","SW HENDERSON ST,SW BARTON ST,SW BARTON PL",111,N,2015/04/24 00:00:00+00,,,7173,6912,7200,Study - 13-15,,1354.78817072308
3118,13352,WALL ST,896,Y,1970/01/01 00:00:00+00,,,3700,,3700,Estimate,,268.889053318518
3119,"1888,1892,1890,1891,1894,1889,1893",14TH AVE NW,1561,N,2014/01/09 00:00:00+00,,,9124,8403,9100,Study - 13-15,,1825.14998718474
3120,"3455,3454,3452,3453",23RD AVE S,493,N,1970/01/01 00:00:00+00,,,12000,,12000,Estimate,,1407.4479838395
3121,8156,7TH AVE,760,Y,1970/01/01 00:00:00+00,,,5700,,5700,Estimate,,306.16060922698
3122,9758,CONVENTION PL,855,Y,2015/07/08 00:00:00+00,,,3809,3621,3800,Study - 13-15,,620.495089905986
3123,"18279,15259","NW 145TH ST,N 145TH ST",1939,N,1970/01/01 00:00:00+00,,,9000,,9000,Estimate,,1318.63528838342
3124,12201,PIKE ST,821,Y,2015/12/01 00:00:00+00,,,9772,9484,9800,Study - 13-15,,322.04626589801
3125,6228,4TH AVE S,578,Y,1970/01/01 00:00:00+00,,,17500,,17500,Estimate,,306.085146324772
3126,"11234,11235,11236,11231,11232,11230,11233",LAKE WASHINGTON BLVD S,463,N,2015/06/04 00:00:00+00,,,8449,7565,8400,Study - 13-15,,7777.46264013056
3127,2207,15TH AV W SB ON RP,1293,N,1970/01/01 00:00:00+00,,,5500,,5500,Estimate,,707.554020109663
3128,"8457,8460,8463,8462,8461,8459,8458",8TH AVE S,138,N,1970/01/01 00:00:00+00,,,2700,,2700,Estimate,,2001.65889559875
3129,19827,S DEARBORN ST,543,N,1970/01/01 00:00:00+00,,,9000,,9000,Estimate,,322.076314798012
3130,1243,1ST AVE W,1162,N,1970/01/01 00:00:00+00,,,2000,,2000,Estimate,,412.364842945234
3131,"23287,23286,23520,23522,23521,23523","W EMERSON ST,W MANOR PL",1352,N,2014/09/29 00:00:00+00,,,3263,3197,3300,Study - 13-15,,2225.16004079444
3132,"9349,9348,9350",BOYER AVE E,1206,N,2014/05/21 00:00:00+00,,,9169,8063,9200,Study - 13-15,,1132.0548500659
3133,"18284,18286,18285,15383,15378,15382,15379,15377,15381,15380,15376","NW 39TH ST,N 39TH ST",1347,N,2015/09/02 00:00:00+00,,,17282,15859,17300,Study - 13-15,,2503.51042667611
3134,"20115,20110,20112,20113,20114,20111",S GRAHAM ST,226,N,2015/04/01 00:00:00+00,,,8954,8904,9000,Study - 13-15,,1907.73914850705
3135,"14727,14726",E ROANOKE ST,1262,N,1970/01/01 00:00:00+00,,,24000,,24000,Estimate,,501.860050865937
3136,23084,W BERTONA ST,1316,N,1970/01/01 00:00:00+00,,,4000,,4000,Estimate,,440.766337474334
3137,12206,PIKE ST,892,Y,1970/01/01 00:00:00+00,,,13500,,13500,Estimate,,322.359531872172
3138,18081,NE RAVENNA BLVD,1684,N,2018/01/10 11:15:00+00,297,427,4663,4625,4700,Study,,361.415235992673
3139,20458,S INDUSTRIAL WAY,344,N,2017/11/09 10:30:00+00,391,451,4686,4497,4700,Study,,747.969563386157
3140,"15949,15948,18958","N 85TH ST,NW 85TH ST",1779,N,2017/10/31 12:15:00+00,1164,1309,18786,18773,18800,Study,,1316.5915450406
3141,"8677,8679,8682,8678,8680,8681,8676",AIRPORT WAY S,365,N,2017/11/27 09:45:00+00,2032,1895,21010,18227,21000,Study,,2307.16031412243
3142,18093,NE RAVENNA BLVD,1590,N,2018/01/24 08:45:00+00,169,269,2586,2533,2600,Study,,279.9577103342
3143,"5322,5320,5319,5321,5323",34TH AVE W,1286,N,2017/10/26 11:00:00+00,448,559,5893,5579,5900,Study,,2650.72321030087
3144,"2964,2965",20TH AVE NE,1553,N,2018/01/31 11:30:00+00,164,293,2801,2760,2800,Study,,427.420723013183
3145,"9333,9334",BOREN AVE S,582,N,2017/10/04 11:00:00+00,1293,1412,17916,16251,17900,Study,,932.419106728605
3146,"18225,18222,18224,18223",NW 125TH ST,1895,N,2018/01/08 09:15:00+00,236,372,3607,3324,3600,Study,,1333.89424342993
3147,"5478,5479,5480",35TH AVE SW,134,N,2017/10/09 13:00:00+00,1376,1734,20772,20022,20800,Study,,1325.20006226569
3148,"19220,19221,19218,19222,19219",NW MARKET ST,1559,N,2017/09/21 12:15:00+00,1944,1984,27619,26746,27600,Study,,979.169422952604
3149,18043,NE PACIFIC ST,1337,N,2017/10/30 10:45:00+00,1221,1197,13664,13510,13700,Study,,717.861642965531
3150,"17725,17722,17726,17724,17723,6329,6328","NE 85TH ST,40TH AVE NE",1765,N,2018/01/29 09:15:00+00,245,271,2470,2279,2500,Study,,2610.56577953939
3151,"2159,2167,2158,2160,2166,2161,2168,2163,2162,2164",15TH AVE S,322,N,2017/10/23 12:00:00+00,1409,1311,14513,13686,14500,Study,,3974.78166501195
3152,"6247,531031",4TH AVE S,373,N,2018/02/14 12:15:00+00,2514,2870,34537,29686,34500,Study,,1283.91925897493
3153,9552,CALIFORNIA AVE SW,332,N,2017/12/12 08:15:00+00,1098,1167,14450,13619,14500,Study,,659.74211310183
3154,"274363,18440",NW 54TH ST,1574,N,2018/01/31 09:15:00+00,568,654,7880,8031,7900,Study,,1052.29720204443
3155,"3811,3812",25TH AVE SW,115,N,2018/01/24 12:30:00+00,304,448,4663,4406,4700,Study,,1335.16550209797
3156,1001,1ST AVE,637,Y,2017/10/02 11:30:00+00,1313,886,13054,13050,13100,Study,,306.062164310849
3157,"16185,16184",NE 103RD ST,1825,N,2017/08/08 09:00:00+00,561,793,9341,8814,9300,Study,,661.040065980228
3158,10070,DEXTER AVE,1050,Y,2017/11/03 11:15:00+00,769,756,11646,10827,11600,Study,,205.322051813424
3159,"12816,12815",SEWARD PARK AVE S,95,N,2017/12/18 10:15:00+00,990,1616,16118,15414,16100,Study,,1293.28734776624
3160,"9404,9405,9406,9407",BRIDGE WAY N,1354,N,2018/02/15 12:15:00+00,858,1074,12557,11666,12600,Study,,1108.56641711296
3161,"22829,7834,166288,10905,166287,7863,166289,7864,7862,22675,22676,22674","SW SPOKANE ST,58TH AVE SW,59TH AV SW TURN,HILLCREST AVE SW,59TH AVE SW,SW ORLEANS ST",418,N,2017/12/11 12:45:00+00,105,133,1298,1280,1300,Study,,3808.22609679761
3162,"10858,10857",HARVARD AVE E,1971,N,2017/11/29 08:45:00+00,1598,1879,21028,20194,21000,Study,,886.224529335351
3163,4379,3RD AVE,718,Y,2017/08/24 07:00:00+00,875,883,11974,12168,12000,Study,,305.992883804009
3164,"13615,13610,13609,13612,13614,13613,13611",WILSON AVE S,275,N,2018/01/02 11:15:00+00,846,1155,10663,9755,10700,Study,,1680.25459734841
3165,16848,NE 45TH ST,1450,N,2017/09/27 11:30:00+00,1851,1948,30811,29934,30800,Study,,261.031891752548
3166,"12543,12544,12542",RENTON AVE S,46,N,2017/11/14 11:00:00+00,645,776,8208,7803,8200,Study,,834.302025057855
3167,"8696,8693,8691,8694,8692,8695",AIRPORT WAY S,263,N,2017/10/26 12:15:00+00,1972,1497,18809,17505,18800,Study,,1588.21324079669
3168,"16036,16038,16037,16039",N 92ND ST,1798,N,2017/10/27 15:15:00+00,787,1056,10329,9656,10300,Study,,1623.06413197493
3169,"5389,5390",35TH AVE NE,1856,N,2018/01/09 12:30:00+00,695,1008,9760,9064,9800,Study,,1308.79530611011
3170,14342,E MADISON ST,883,N,2017/09/14 08:45:00+00,1410,1263,18559,17712,18600,Study,,344.493842168721
3171,"17258,17257",NE 65TH ST,1632,N,2017/12/07 11:30:00+00,1323,1268,15473,15438,15500,Study,,443.27913061052
3172,4385,3RD AVE,834,Y,2017/08/30 10:00:00+00,770,751,10657,10414,10700,Study,,392.957104479577
3173,"8384,8387,8385,8389,8391,8392,8394,8386,8393,8390,8388",8TH AVE NW,1646,N,2017/10/31 12:30:00+00,1123,1298,15036,14462,15000,Study,,2674.93063591698
3174,11277,LAKEVIEW BLVD E,1190,N,2017/12/14 11:00:00+00,393,681,6545,6340,6500,Study,,1545.61109465458
3175,"21295,21294,21291,21293,21292,3463,3464,3467,3468,3466,3465,3462","S SPOKANE ST,23RD AVE S",439,N,2017/12/13 12:00:00+00,987,1121,14025,12854,14000,Study,,3539.76921847491
3176,1030,1ST AVE N,1154,N,2017/10/31 10:00:00+00,265,440,4435,4284,4400,Study,,318.822726598444
3177,18071,NE RAVENNA BLVD,1588,N,2018/01/24 08:45:00+00,301,321,3659,3556,3700,Study,,296.583567642846
3178,"12226,12653","PINEHURST WAY NE,ROOSEVELT WAY NE",1855,N,2017/10/24 14:00:00+00,988,1401,14404,14074,14400,Study,,633.601086851589
3179,"19596,20764,20763,1657,1658,1659","S CHARLES ST,S MASSACHUSETTS ST,12TH AVE S",529,N,2017/10/25 10:00:00+00,198,223,2383,2379,2400,Study,,2817.5354111957
3180,"4978,4977,4980,4986,4976,4982,4985,4987,4979,4975,4984,4981,4983",32ND AVE NW,1657,N,2018/03/08 11:45:00+00,441,529,5764,5609,5800,Study,,2626.61489027322
3181,20462,S INDUSTRIAL WAY,345,N,2017/11/09 10:15:00+00,387,437,4805,4457,4800,Study,,716.056572502528
3182,"1580,1581,1584,1583,1582",12TH AVE NE,1678,N,2017/08/23 11:00:00+00,374,814,6763,6299,6800,Study,,1326.91724958907
3183,"11629,11630,23360","MAGNOLIA BR WB,W GALER ST FLYOVER",34,N,2017/10/24 10:30:00+00,302,862,6593,6516,6600,Study,,2673.80536180553
3184,573395,BEACON AVE S,383,N,2017/10/27 11:45:00+00,1214,1255,14341,13335,14300,Study,,380.401261628229
3185,"10635,10634,3091","GILMAN AVE W,20TH AVE W",1351,N,2017/11/30 10:45:00+00,464,525,6498,6280,6500,Study,,2170.18698281858
3186,13222,UNIVERSITY WAY NE,1479,N,2017/12/14 10:30:00+00,324,431,5576,5592,5600,Study,,664.792952137711
3187,1002,1ST AVE,651,Y,2017/08/30 09:30:00+00,1065,849,12409,11444,12400,Study,,305.996221659922
3188,"13900,13901,13905,13899,13902,13903,13904,5206,5205,5204,5207","E CHERRY ST,34TH AVE",848,N,2017/10/25 11:15:00+00,380,405,4396,4246,4400,Study,,3489.95358396176
3189,1003,1ST AVE,670,Y,2017/10/02 11:15:00+00,1296,1219,16105,15781,16100,Study,,305.732577424388
3190,18070,NE RAVENNA BLVD,1591,N,2018/01/24 08:45:00+00,334,344,3866,3740,3900,Study,,296.71565666876
3191,"12794,12793",SEWARD PARK AVE S,249,N,2017/12/18 09:45:00+00,212,225,2308,2191,2300,Study,,1063.09104966777
3192,"4517,21216","3RD AVE S,S ROYAL BROUGHAM WAY",517,N,2017/09/20 09:30:00+00,441,394,4099,4316,4100,Study,,472.913509778763
3193,"18909,18911,18910,18912,18908",NW 80TH ST,1758,N,2018/02/01 08:30:00+00,383,442,4742,4615,4700,Study,,1339.60139283595
3194,22297,SW HENDERSON ST,107,N,2018/01/24 11:45:00+00,513,639,6873,6569,6900,Study,,280.810945824839
3195,19210,NW LEARY WAY,1493,N,2017/09/21 13:15:00+00,686,851,9976,10419,10000,Study,,623.310877219313
3196,4380,3RD AVE,733,Y,2017/08/24 07:00:00+00,710,700,9260,9656,9300,Study,,305.798007340684
3197,"19675,19677,19678,19676,19680,19679",S COLLEGE ST,466,N,2017/11/15 10:15:00+00,455,546,5537,4966,5500,Study,,1932.29548519305
3198,12723,SAND POINT WAY NE,1666,N,2018/01/09 13:30:00+00,1333,1492,16217,14954,16200,Study,,1329.04864012219
3199,"1502,23090,23092,23085,23086,23088,23089,23091,23087","11TH AVE W,W BERTONA ST",1318,N,2017/11/13 11:00:00+00,246,333,3210,3095,3200,Study,,3349.33820088685
3200,4377,3RD AVE,674,Y,2017/09/18 10:15:00+00,639,559,7543,6914,7500,Study,,305.924324305165
3201,1009,1ST AVE,796,Y,2017/08/30 09:15:00+00,1238,1431,17839,17413,17800,Study,,426.03149768695
3202,11371,LENORA ST,965,Y,2017/11/08 09:30:00+00,266,410,4504,4169,4500,Study,,322.006990851193
3203,"11347,11348",LEARY WAY NW,1488,N,2017/11/08 12:00:00+00,1339,1526,18085,17319,18100,Study,,830.424563500016
3204,9325,BOREN AVE,1042,B,2017/10/04 14:30:00+00,1006,815,11927,11462,11900,Study,,359.626772032627
3205,12315,QUEEN ANNE AVE N,1253,N,2018/01/11 12:30:00+00,363,452,5716,5670,5700,Study,,670.390204329556
3206,"14638,14639",E PINE ST,957,N,2018/01/23 12:15:00+00,513,552,7380,7360,7400,Study,,644.215264513066
3207,2513,17TH AVE SW,78,N,2017/12/19 14:15:00+00,462,586,6827,6503,6800,Study,,540.379128774329
3208,16843,NE 45TH ST,1453,N,2018/02/21 08:45:00+00,1846,2174,33004,33067,33000,Study,,549.173284670037
3209,"3017,3016",20TH AVE NW,1566,N,2018/03/08 11:00:00+00,428,719,6932,6645,6900,Study,,729.691115494252
3210,11145,LAKE CITY WAY NE,1748,N,2017/07/25 10:30:00+00,2722,2461,36598,35150,36600,Study,,419.795680170735
3211,"166439,166440,13475,166448","WATERS AVE S,64TH AVE S",61,N,2018/01/11 13:30:00+00,132,185,1842,1783,1800,Study,,1237.11981595449
3212,"3354,3356,3352,3353,3355",23RD AVE,619,N,2018/02/16 11:00:00+00,1237,1535,18456,17074,18500,Study,,1660.00616828956
3213,1000,1ST AVE,623,Y,2017/10/02 11:45:00+00,1165,927,12475,11333,12500,Study,,311.238965139393
3214,14343,E MADISON ST,900,N,2017/09/14 09:00:00+00,996,1052,13837,13576,13800,Study,,375.91050733692
3215,"16849,16850",NE 45TH ST,1448,N,2017/09/27 11:30:00+00,2093,2260,34754,34525,34800,Study,,565.108690210839
3216,"12307,12306,12308,12304,12302,12303,12301,12305",QUEEN ANNE AVE N,1195,N,2017/07/26 09:30:00+00,895,1108,14166,13709,14200,Study,,2422.69510815463
3217,"8018,8021,8020,8019,8017",6TH AVE S,267,N,2017/11/27 09:00:00+00,505,534,5933,5314,5900,Study,,2656.95435443706
3218,"2056,2055,2057",15TH AVE NE,1725,N,2017/08/31 10:15:00+00,607,809,7883,6975,7900,Study,,1324.47194524996
3219,1410,11TH AVE NE,1508,N,2017/08/23 08:30:00+00,321,744,5547,5075,5500,Study,,662.403299525259
3220,"9392,9393",BOYLSTON AVE E,1263,N,2017/12/14 11:30:00+00,874,919,12144,11437,12100,Study,,1263.23040494451
3221,10167,EASTLAKE AVE E,1967,N,2017/10/25 12:30:00+00,1389,1759,16056,15583,16100,Study,,307.065533710855
3222,21629,SW 106TH ST,51,N,2018/01/25 13:00:00+00,515,464,5153,4845,5200,Study,,1375.36529024248
3223,"1023,1022,1024,1021",1ST AVE,1071,Y,2017/08/30 09:15:00+00,819,1149,12765,11968,12800,Study,,952.561638030952
3224,"7330,7328,7326,7327,7329",5TH AVE NE,1813,N,2018/01/09 11:30:00+00,814,1253,12808,11522,12800,Study,,1990.83421325879
3225,"9531,9538,9533,9537,9534,9532,9536,9539,9535",CALIFORNIA AVE SW,522,N,2017/11/01 12:30:00+00,444,548,6263,6050,6300,Study,,3909.96660315706
3226,"19302,19303,19292",S ALASKA ST,294,N,2017/10/19 10:30:00+00,850,934,12213,11816,12200,Study,,1004.97708195889
3227,"14249,14248,14246,14247",E JOHN ST,1082,N,2018/01/23 11:30:00+00,640,677,9745,9512,9700,Study,,1038.18655988327
3228,"11346,11345",LEARY WAY NW,1476,N,2017/11/27 09:45:00+00,1970,2342,27187,25418,27200,Study,,748.94073701005
3229,"20246,20245",S HENDERSON ST,97,N,2018/01/11 14:00:00+00,325,366,4408,4263,4400,Study,,1341.84231665106
3230,"339395,164880,21715",ADMIRAL AVALON RP,2012,N,2017/12/20 09:30:00+00,267,351,3979,3843,4000,Study,,370.405566556386
3231,"10165,10164,10163",EASTLAKE AVE E,1966,N,2018/01/09 10:45:00+00,664,855,8988,7897,9000,Study,,1244.55785938505
3232,"12523,12524",RENTON AVE S,120,N,2017/12/20 09:00:00+00,468,700,7928,7917,7900,Study,,1033.49750421608
3233,10232,ELLIS AVE S,187,N,2017/11/02 11:30:00+00,860,837,10311,8779,10300,Study,,291.544518738695
3234,"18060,18061",NE RAVENNA BLVD,1669,N,2018/01/10 11:45:00+00,404,337,4669,4638,4700,Study,,1239.69752849622
3235,1007,1ST AVE,756,Y,2017/10/02 09:45:00+00,1602,1851,21422,21167,21400,Study,,425.962601098067
3236,"3368,3367,3363,3364,3366,3365","23RD AVE E,23RD AVE",1062,N,2017/11/01 12:15:00+00,1507,1497,18883,18105,18900,Study,,2272.62501267427
3237,19826,S DEARBORN ST,544,N,2017/11/01 09:30:00+00,639,695,9464,9092,9500,Study,,324.605076030793
3238,"23394,23396,23395,23393",WEST GREEN LAKE DR N,1718,N,2018/01/31 06:45:00+00,210,527,3755,3513,3800,Study,,2117.58716357487
3239,"8397,8400,8396,8399,8402,8403,8406,8404,8405,8395,8398,8401",8TH AVE NW,1752,N,2015/11/16 00:00:00+00,,,12012,11364,12000,Study - 13-15,,3994.5604729743
3240,"17261,17259,17260",NE 65TH ST,1630,N,2015/07/21 00:00:00+00,,,14739,14027,14700,Study - 13-15,,662.718026175702
3241,"13508,13507",WESTERN AVE,876,Y,2015/03/03 00:00:00+00,,,5116,4953,5100,Study - 13-15,,852.056862909735
3242,"19425,19432,19430,19427,19429,19423,19431,19428,19426,19424,19422",S BANGOR ST,44,N,2014/03/25 00:00:00+00,,,5823,5548,5800,Study - 13-15,,3879.45635167946
3243,"11330,11329,11331,19212","LEARY AVE NW,NW LEARY WAY",1537,N,1970/01/01 00:00:00+00,,,13000,,13000,Estimate,,1932.82975174675
3244,"10783,10784",GREENWOOD AVE N,1907,N,1970/01/01 00:00:00+00,,,26000,,26000,Estimate,,1324.94728225717
3245,"17993,17992",NE CAMPUS PKWY,1404,N,1970/01/01 00:00:00+00,,,4000,,4000,Estimate,,999.743688102079
3246,"17606,17605",NE 80TH ST,1737,N,1970/01/01 00:00:00+00,,,23000,,23000,Estimate,,331.64417643016
3247,11912,MONTLAKE BLVD NE,1423,N,1970/01/01 00:00:00+00,,,31500,,31500,Estimate,,575.275702309168
3248,13726,W SEATTLE BR WB-CHEL RP,6,N,2014/04/14 00:00:00+00,,,2013,1670,2000,Study - 13-15,,289.902360711261
3249,8534,9TH AVE N,1146,N,1970/01/01 00:00:00+00,,,7800,,7800,Estimate,,257.646446362542
3250,"1187,1186,1185",1ST AVE S,584,Y,1970/01/01 00:00:00+00,,,13000,,13000,Estimate,,918.302855920252
3252,10010,DENNY WAY,1054,B,1970/01/01 00:00:00+00,,,31000,,31000,Estimate,,238.400775035199
3253,"7377,7379,7378,20299,20300,20568,20567","5TH AVE S,S HOLDEN ST,S KENYON ST",147,N,1970/01/01 00:00:00+00,,,6000,,6000,Estimate,,3088.74587387201
3254,20321,S HOLGATE ST,486,N,1970/01/01 00:00:00+00,,,7500,,7500,Estimate,,611.176094200278
3255,"22889,22892,22890,22895,22893,22897,22896,22891,22887,22898,22888,22894",SW THISTLE ST,135,N,2015/04/24 00:00:00+00,,,4182,3860,4200,Study - 13-15,,3996.54141324415
3256,"14393,14391,14396,14395,14392,14394",EAST MARGINAL WAY S,337,N,1970/01/01 00:00:00+00,,,52362,59186,52400,Study - 13-15,,3266.70219753783
3257,"19326,19327,10228,10229,10230,10231","S ALBRO PL,ELLIS AVE S",214,N,2015/07/29 00:00:00+00,,,8651,7502,8700,Study - 13-15,,2659.47426808441
3258,20844,S MICHIGAN ST,206,N,2015/06/05 00:00:00+00,,,48057,44266,48100,Study - 13-15,,455.633765534639
3259,"13502,13503,13504,13505",WESTERN AVE,808,Y,2015/07/07 00:00:00+00,,,9434,0,9400,Study - 13-15,,1810.92744390793
3260,"11182,11181",LAKE CITY WAY NE,1871,N,1970/01/01 00:00:00+00,,,28500,,28500,Estimate,,642.920189319463
3261,"14398,14399,14397",EAST MARGINAL WAY S,279,N,1970/01/01 00:00:00+00,,,62000,,62000,Estimate,,1537.74525882333
3262,8516,9TH AVE,779,Y,1970/01/01 00:00:00+00,,,6000,,6000,Estimate,,306.027233623057
3263,7873,6TH AVE,672,Y,1970/01/01 00:00:00+00,,,18000,,18000,Estimate,,306.837853793843
3264,"15950,15953,15951,15952,15954",N 85TH ST,1775,N,2015/03/18 00:00:00+00,,,19411,19048,19400,Study - 13-15,,1993.66397820578
3265,"7440,7439,7438",50TH AVE S,341,N,2015/11/09 00:00:00+00,,,3010,2642,3000,Study - 13-15,,1296.48800229708
3266,"15280,15282,15283,15281",N 145TH ST,1930,N,1970/01/01 00:00:00+00,,,29500,,29500,Estimate,,1327.96078889107
3267,"8958,8959,8960",AURORA AVE N,1952,N,1970/01/01 00:00:00+00,,,40000,,40000,Estimate,,791.751943364409
3268,"18013,18014",NE NORTHGATE WAY,1845,N,2015/07/21 00:00:00+00,,,29298,28125,29300,Study - 13-15,,1335.26306405071
3269,9059,BANNER WAY NE,1768,N,1970/01/01 00:00:00+00,,,18000,,18000,Estimate,,848.432253479299
3270,"11332,11333",LEARY AVE NW,1569,N,2014/03/20 00:00:00+00,,,10049,9997,10000,Study - 13-15,,989.219367117981
3271,"12853,160697","SPOKANE TURN RD,SW SPOKANE ST",403,N,2015/04/07 00:00:00+00,,,9546,9094,9500,Study - 13-15,,644.561067817888
3272,14390,EAST MARGINAL WAY S,351,N,1970/01/01 00:00:00+00,,,9000,,9000,Estimate,,1018.55187354791
3273,"13365,13363,13364,13366,13367",WALLINGFORD AVE N,1382,N,2013/09/10 00:00:00+00,,,4044,3804,4000,Study - 13-15,,2353.93994011235
3274,"13333,13332",WEST SEATTLE BR EB,2008,N,1970/01/01 00:00:00+00,,,44521,46209,44500,Study - 13-15,,4647.84675283848
3275,"12596,12595,12597",ROOSEVELT WAY NE,1421,N,1970/01/01 00:00:00+00,,,14000,,14000,Estimate,,852.204832465215
3276,13519,WESTERN AVE W,1075,N,1970/01/01 00:00:00+00,,,40000,,40000,Estimate,,228.879133466227
3277,"14893,14896,14892,14894,14895",E UNION ST,864,N,2015/03/20 00:00:00+00,,,11638,11124,11600,Study - 13-15,,1643.37032139442
3278,"9832,9831,9830,9827,9829,9826,9828",CORSON AVE S,262,N,2015/08/18 00:00:00+00,,,27593,24956,27600,Study - 13-15,,1725.82130743993
3279,"12963,12965,12964,12962,12966,334476,12961,12967,12968",STONE WAY N,1461,N,2015/09/22 00:00:00+00,,,14086,13203,14100,Study - 13-15,,2190.67636594203
3280,12202,PIKE ST,829,Y,1970/01/01 00:00:00+00,,,13000,,13000,Estimate,,321.867302836765
3281,"18607,18602,18610,18604,18605,18608,18601,18606,18609,18603",NW 65TH ST,1647,N,2015/06/22 00:00:00+00,,,11563,11202,11600,Study - 13-15,,1312.68991633811
3282,6124,4TH AVE,684,Y,1970/01/01 00:00:00+00,,,15000,,15000,Estimate,,305.730327483745
3283,11312,LATONA AVE NE,1662,N,1970/01/01 00:00:00+00,,,1000,,1000,Estimate,,710.925826515827
3284,"14070,10694,10698,10696,10697,10695,10693","EAST GREEN LAKE WAY N,GREEN LAKE WAY N",1573,N,2015/05/18 00:00:00+00,,,18860,17875,18900,Study - 13-15,,1574.9042250948
3285,13182,UNION ST,790,Y,1970/01/01 00:00:00+00,,,16500,,16500,Estimate,,321.878988397127
3286,"8987,8985,8989,8988,8986",AURORA AVE N,1860,N,2015/08/31 00:00:00+00,,,32503,30411,32500,Study - 13-15,,2651.28985824363
3287,10485,FREMONT AVE N,1310,N,1970/01/01 00:00:00+00,,,18000,,18000,Estimate,,307.629211878583
3288,"18640,18639,5894,18544,5577,5579,5578","NW 65TH ST,38TH AVE NW,NW 61ST ST,36TH AVE NW",1659,N,2014/01/07 00:00:00+00,,,1141,1093,1100,Study - 13-15,,3007.18650241427
3289,12043,OLIVE WAY,887,Y,1970/01/01 00:00:00+00,,,8500,,8500,Estimate,,322.397131395053
3290,"17614,17613,17612,17615",NE 80TH ST,1730,N,1970/01/01 00:00:00+00,,,10000,,10000,Estimate,,1033.49229643029
3291,"16679,16678,166205",NE 145TH ST,1928,N,1970/01/01 00:00:00+00,,,34000,,34000,Estimate,,1328.01916881575
